orderID,candidate_address,is_comp,subject_address,bath_score_diff,full_baths_diff,half_baths_diff,room_count_diff,bedrooms_diff,effective_age_diff,subject_age_diff,lot_size_diff_sf,gla_diff,gla_per_bedroom_diff,lot_util_diff,condition_diff,basement_score_diff,abs_bath_score_diff,abs_full_bath_diff,abs_half_bath_diff,abs_room_count_diff,abs_bedrooms_diff,abs_effective_age_diff,abs_subject_age_diff,abs_lot_size_diff_sf,abs_gla_diff,abs_basement_score_diff,distance_to_subject_km,same_property_type,sold_recently,score,rank,subject_bath_score,subject_num_full_baths,subject_num_half_baths,subject_bedrooms,subject_gla,subject_lot_size_sf,subject_property_type,subject_condition,candidate_bath_score,candidate_num_full_baths,candidate_num_half_baths,candidate_bedrooms,candidate_gla,candidate_lot_size_sf,candidate_property_type,candidate_close_price,candidate_condition,explanation
4755196,415 Hepatica Way,1,531 Des Genévriers Rue Orléans ON K4A0Z2,0.0,0.0,0.0,-2.0,0.0,0.0,2.0,-484.0,-395.0,98.75,0.820299392571455,1.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,484.0,395.0,1.5,0.43,1.0,1.0,4.152042865753174,2.0,3.5,3,1,4.0,2956,3601.0,Detached,Good,3.5,3,1,4,3351,4085.0,Detached,1085000,Inferior,"The candidate property at 415 Hepatica Way was ranked as more comparable to the subject property due to having the same number of bedrooms and effective age. Additionally, the candidate's age being only 2 years different from the subject's age contributed positively to the similarity score. However, the model found the difference in room count and the slightly larger lot utility at the candidate property to be factors that made it less similar to the subject."
4755196,1959 Montclair Ave,1,531 Des Genévriers Rue Orléans ON K4A0Z2,1.0,1.0,0.0,-2.0,0.0,-20.0,-18.0,-1940.0,360.0,90.0,0.4684886447401664,1.0,1.5,1.0,1.0,0.0,2.0,0.0,20.0,18.0,1940.0,360.0,1.5,4.01,1.0,1.0,3.329464912414551,3.0,3.5,3,1,4.0,2956,3601.0,Detached,Good,2.5,2,1,4,2596,5541.0,Detached,942500,Inferior,"The candidate property at 1959 Montclair Ave received a relatively high score due to its similarity in bedroom count and the effective age compared to the subject property. The lack of two rooms and the absolute age differences slightly worked against its comparability. Overall, the model found the effective age and bedroom count to be the most influential factors in determining its similarity to the subject property."
4756192,1606-1111 10 St SW,1,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,-1.0,0.0,-12.0,-12.0,,144.0,72.0,,1.0,0.0,0.0,0.0,,1.0,0.0,12.0,12.0,,144.0,0.0,2.3,1.0,1.0,2.82265567779541,1.0,2.0,2,0,2.0,1109,,High Rise Apartment,Good,2.0,2,0,2,965,,High Rise Apartment,517500,Inferior,"The candidate property was ranked as more comparable to the subject due to its lower effective age (-12 years) and slightly fewer rooms (-1), which both positively contributed to its similarity score. However, the fact that it was sold recently and had a similar basement score had a slightly negative impact on its similarity score. Overall, the model found the candidate property to be a reasonably good match based on these factors."
4756192,3205-930 6 Ave SW,1,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,-1.0,0.0,-7.0,-7.0,,128.0,64.0,,1.0,0.0,0.0,0.0,,1.0,0.0,7.0,7.0,,128.0,0.0,1.92,1.0,1.0,2.7123024463653564,2.0,2.0,2,0,2.0,1109,,High Rise Apartment,Good,2.0,2,0,2,981,,High Rise Apartment,574900,Inferior,"The candidate property was ranked as more comparable to the subject property due to its slightly lower room count and effective age, as indicated by positive SHAP values of +0.28 and +0.52, respectively. However, the model found the candidate less comparable due to its recent sale and a basement score similar to the subject, resulting in negative SHAP values of -0.01 and -0.21, respectively."
4756192,Unit 2602 - 510 6 Avenue SE,1,2306-530 3 St SE Calgary AB T2G 2L8,0.0,0.0,,0.0,0.0,-8.0,-8.0,,71.0,35.5,,1.0,0.0,0.0,0.0,,0.0,0.0,8.0,8.0,,71.0,0.0,0.21,1.0,1.0,2.299391746520996,3.0,2.0,2,0,2.0,1109,,High Rise Apartment,Good,2.0,2,0,2,1038,,High Rise Apartment,607500,Inferior,"The model ranked the candidate property as more comparable to the subject property because they have the same number of rooms and bedrooms, and the candidate property is slightly older, contributing positively to the similarity score. However, the model found the candidate less similar due to a slightly higher GLA per bedroom and the lack of recent sale, which had a negative impact on the similarity score."
4756320,146 Allard Link SW,1,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-4.0,-1.0,-194.0,0.0,0.0,0.4217730237932089,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,194.0,0.0,0.5,0.67,1.0,0.0,3.031564474105835,1.0,2.5,2,1,3.0,1580,3552.0,Detached,Good,2.5,2,1,3,1580,3746.0,Detached,468000,Similar,"The candidate property was ranked higher due to its similarity in room count, bedrooms, and effective age, all of which had positive SHAP values, indicating they made the candidate more comparable to the subject property. However, the model considered the lot utility difference, which had a negative SHAP value, as a factor that made the candidate less similar to the subject property, resulting in a slightly lower overall score."
4756320,3018 Arthurs Cres SW,1,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,829.0,155.0,51.66666666666663,0.5233096561349366,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,3.0,829.0,155.0,0.5,0.51,1.0,0.0,3.016014575958252,2.0,2.5,2,1,3.0,1580,3552.0,Detached,Good,2.5,2,1,3,1425,2723.0,Detached,441500,Similar,"The candidate property was considered more similar to the subject due to having the same number of rooms and bedrooms, which contributed positively to its score. Additionally, despite being six years younger than the subject property, the effective age difference also contributed positively. However, the larger lot utility difference had a negative impact on the score, indicating a slight dissimilarity in this aspect."
4756320,645 Allard Blvd SW,1,405 Allard Blvd SW Edmonton AB T6W3T3,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,-818.0,140.0,46.66666666666663,0.3295092391429764,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,3.0,818.0,140.0,0.5,0.81,1.0,1.0,2.438100576400757,3.0,2.5,2,1,3.0,1580,3552.0,Detached,Good,2.5,2,1,3,1440,4370.0,Detached,478000,Similar,"The candidate property was ranked as more comparable due to its identical room count and bedrooms, as well as its slightly lower effective age compared to the subject property. However, the model found the candidate less similar due to its recent sale, larger lot size, and higher gross living area per bedroom, which deviated from the subject property."
4756829,783 Percifor Way,1,340 Axis Way Ottawa ON K1W 0J9,1.0,1.0,0.0,-1.0,0.0,-9.0,-5.0,-73.0,-153.0,51.0,0.8964256278922353,0.0,1.5,1.0,1.0,0.0,1.0,0.0,9.0,5.0,73.0,153.0,1.5,1.57,1.0,1.0,4.644189357757568,1.0,3.5,3,1,3.0,1587,1868.0,Townhouse,Good,2.5,2,1,3,1740,1941.0,Townhouse,612500,Similar,"The candidate property was rated as more comparable to the subject due to its slightly smaller room count and unchanged number of bedrooms, which positively influenced the score. Additionally, the candidate's slightly older effective age further increased its similarity score. However, the recent sale of the candidate property and its slightly higher basement score had a slight negative impact on the overall similarity score."
4756829,178 Joshua St,1,340 Axis Way Ottawa ON K1W 0J9,1.0,1.0,0.0,0.0,0.0,-1.0,3.0,-549.0,72.0,24.0,0.6267905916759442,1.0,1.5,1.0,1.0,0.0,0.0,0.0,1.0,3.0,549.0,72.0,1.5,1.61,1.0,1.0,4.200979232788086,2.0,3.5,3,1,3.0,1587,1868.0,Townhouse,Good,2.5,2,1,3,1515,2417.0,Townhouse,632000,Superior,"The candidate property at 178 Joshua St received a higher score due to its similarity in room count and bedroom count, which both had a positive impact on the score. Additionally, the slightly lower effective age compared to the subject property also contributed positively. However, the model deemed the absolute effective age difference, recent sale status, and lot utility difference as less similar, which had a slight negative impact on the score."
4756829,283 Falsetto St,1,340 Axis Way Ottawa ON K1W 0J9,0.0,0.0,0.0,0.0,0.0,4.0,8.0,146.0,18.0,6.0,0.9111303223006278,1.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,8.0,146.0,18.0,1.5,1.39,1.0,1.0,3.6636486053466797,3.0,3.5,3,1,3.0,1587,1868.0,Townhouse,Good,3.5,3,1,3,1569,1722.0,Townhouse,635000,Superior,"The candidate property at 283 Falsetto St received a higher score due to its similarity in room count, bedrooms, and effective age compared to the subject property. The lack of recent sale, slightly larger GLA per bedroom, and a slightly different basement score made it slightly less comparable to the subject."
4757939,924 15 Ave NE,1,824 9A ST NE Calgary AB T2E4L6,0.0,0.0,,0.0,-1.0,-42.0,2.0,743.0,-97.0,129.16666666666669,0.1778115442534237,0.0,1.5,0.0,0.0,,0.0,1.0,42.0,2.0,743.0,97.0,1.5,0.77,1.0,1.0,4.381752967834473,1.0,2.0,2,0,2.0,969,6738.0,Detached,Average,2.0,2,0,3,1066,5995.0,Detached,760000,Similar,"The model ranked the candidate property as more comparable to the subject due to its similar room count and effective age, with the absence of a significant difference in bedroom count contributing positively as well. However, the slightly larger lot size and a higher basement score of the candidate property made it less similar, as did the fact that it was sold more recently."
4757939,3310 Centre St NE,1,824 9A ST NE Calgary AB T2E4L6,0.0,0.0,,0.0,0.0,-46.0,-2.0,743.0,22.0,11.0,0.1579616693576772,0.0,1.5,0.0,0.0,,0.0,0.0,46.0,2.0,743.0,22.0,1.5,3.01,1.0,0.0,4.262982368469238,2.0,2.0,2,0,2.0,969,6738.0,Detached,Average,2.0,2,0,2,947,5995.0,Detached,650000,Similar,"The candidate property was considered more comparable to the subject due to having the same room count and number of bedrooms, which positively influenced the score. Additionally, despite being older by 46 years, the effective age difference had a relatively positive impact. However, the higher lot utility difference and absolute basement score difference had a negative impact, indicating some dissimilarity."
4757939,632 12 Ave NE,1,824 9A ST NE Calgary AB T2E4L6,1.0,1.0,,1.0,1.0,-51.0,-7.0,743.0,345.0,139.5,0.1040834374977939,1.0,1.5,1.0,1.0,,1.0,1.0,51.0,7.0,743.0,345.0,1.5,0.88,1.0,0.0,3.5902938842773438,3.0,2.0,2,0,2.0,969,6738.0,Detached,Average,1.0,1,0,1,624,5995.0,Detached,773000,Superior,"The candidate property at 632 12 Ave NE was ranked as relatively more comparable to the subject property at 824 9A ST NE due to its similar room count and a significantly lower effective age compared to the subject. However, the model found the difference in bedrooms and lot utility to make the candidate less comparable, despite the similar effective ages."
4757966,206-88 Arbour Lake Rd NW,1,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-1.0,0.0,-2.0,0.0,,-21.0,10.5,,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,,21.0,0.0,0.0,1.0,1.0,2.8874096870422363,1.0,2.0,2,0,2.0,1039,,Low Rise Apartment,Good,2.0,2,0,2,1060,,Low Rise Apartment,384000,Good,"The model ranked the candidate property as more comparable due to its lower effective age and slightly fewer rooms compared to the subject. However, it found the property less similar due to a slightly higher GLA per bedroom and a similar basement score, which slightly detracted from its overall similarity score."
4757966,215-88 Arbour Lake Rd NW,1,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-1.0,0.0,-2.0,0.0,,89.0,44.5,,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,,89.0,0.0,0.0,1.0,1.0,2.5507357120513916,2.0,2.0,2,0,2.0,1039,,Low Rise Apartment,Good,2.0,2,0,2,950,,Low Rise Apartment,328500,Good,"The candidate property scored higher due to its effective age being 2 years younger than the subject property, which had a relatively large positive impact of +0.50 on the similarity score. Additionally, the candidate having one less room resulted in a small positive impact of +0.14, further increasing its similarity score. However, the lack of a basement and recent sale of the candidate property had a negative impact, contributing to its lower overall score."
4757966,2207-950 Arbour Lake Rd NW,1,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-2.0,0.0,-7.0,-5.0,,-91.0,45.5,,0.0,0.0,0.0,0.0,,2.0,0.0,7.0,5.0,,91.0,0.0,0.61,1.0,1.0,2.522160768508911,3.0,2.0,2,0,2.0,1039,,Low Rise Apartment,Good,2.0,2,0,2,1130,,Low Rise Apartment,378900,Good,"The candidate property was considered more similar to the subject due to its effective age and subject age being 7 and 5 years less, respectively, resulting in SHAP scores of +0.47 and +0.51. However, the model found the candidate less comparable due to a room count difference of -2, resulting in a SHAP score of -0.10, and a basement score difference of 0, yielding a SHAP score of -0.30."
4758025,4 Rockcliff Pt NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-8.0,-6.0,904.0,-259.0,320.41666666666663,0.4210158681497369,0.0,1.5,0.0,0.0,0.0,1.0,1.0,8.0,6.0,904.0,259.0,1.5,0.06,1.0,0.0,4.437870025634766,1.0,3.5,3,1,4.0,2809,8191.0,Detached,Good,3.5,3,1,3,3068,7287.0,Detached,1249000,Good,"The model ranked the candidate property at 4 Rockcliff Pt NW as more comparable to the subject at 2 Rockcliff Hts NW due to its similar effective age and subject age, which both had positive SHAP impacts. However, the model found the candidate less similar due to a higher number of bedrooms and a slightly different lot utilization, resulting in negative SHAP impacts."
4758025,61 Rockford Rd NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,2680.0,226.0,158.75,0.4686910929462236,0.0,1.5,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2680.0,226.0,1.5,0.24,1.0,1.0,4.328187942504883,2.0,3.5,3,1,4.0,2809,8191.0,Detached,Good,3.5,3,1,3,2583,5511.0,Detached,1235000,Good,"The candidate property at 61 Rockford Rd NW was ranked as more similar to the subject primarily because it has one more room and is effectively two years younger, contributing positively to its score. However, the model considered the difference in bedrooms and lot utility, as well as the fact that it was sold recently, as factors that made it less comparable to the subject."
4758025,1 Rock Lake Pt NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,83.25,0.4212955133226038,1.0,1.5,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,1.5,0.43,1.0,1.0,3.4102895259857178,3.0,3.5,3,1,4.0,2809,8191.0,Detached,Good,3.0,3,0,4,2476,5877.0,Detached,1175000,Superior,"The candidate property was ranked as more comparable to the subject due to its similar room count, number of bedrooms, and effective age. However, the model found the property to be less similar due to its recent sale, slightly different lot utility, and a moderately higher absolute basement score compared to the subject property."
4758316,216-100 Auburn Meadows Manor SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,0.0,0.0,3.0,3.0,,-145.0,72.5,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,3.0,,145.0,0.0,0.17,1.0,1.0,3.353834629058838,1.0,2.0,2,0,2.0,789,,Condominium,Good,2.0,2,0,2,934,,Condominium,378000,Good,"The candidate property was ranked as more comparable due to its similarity in room count, bedrooms, and effective age, as indicated by their respective SHAP values of +0.31, +0.05, and +0.59. However, it was deemed less similar due to the fact that it was sold recently and had a basement score difference, with SHAP values of -0.00 and -0.32, respectively."
4758316,411-25 Auburn Meadows Ave SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-2.0,0.0,-2.0,-2.0,,-92.0,46.0,,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,92.0,0.0,0.424,1.0,1.0,2.6514885425567627,2.0,2.0,2,0,2.0,789,,Condominium,Good,2.0,2,0,2,881,,Condominium,390000,Good,"The model ranked the candidate property as more comparable due to its similar number of bedrooms and its effective and subject ages being 2 years younger than the subject property. However, the model found the candidate less comparable due to a 2-room difference, as well as a slightly lower basement score, despite both properties being sold recently."
4758316,105-22 Auburn Bay Link SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-1.0,0.0,-2.0,-2.0,,-86.0,43.0,,1.0,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,,86.0,0.0,1.18,1.0,1.0,2.1834397315979004,3.0,2.0,2,0,2.0,789,,Condominium,Good,2.0,2,0,2,875,,Condominium,344000,Inferior,"The model ranked the candidate property higher due to its slightly lower room count and effective age, which were seen as more similar to the subject property. However, the higher GLA per bedroom and basement score of the candidate made it less comparable, resulting in a somewhat moderate overall similarity score of 2.18."
4758324,102 Deeridge Rd,1,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,0.0,0.0,7.0,16.0,,-117.0,39.0,,1.0,1.25,0.0,0.0,,0.0,0.0,7.0,16.0,,117.0,1.25,1.3,1.0,1.0,2.5295863151550293,1.0,2.0,2,0,3.0,1094,12600.0,Detached,Average,2.0,2,0,3,1211,,Detached,649000,Good,"The model ranked the candidate property at 102 Deeridge Rd as more comparable to the subject at 3 Bayview Lane due to its identical room count and bedrooms, which had a positive impact on the score. Additionally, the slightly higher effective age of the candidate property had a minimal positive impact. However, the candidate's recent sale, larger GLA per bedroom, and higher absolute basement score had a negative impact on the score, indicating some dissimilarity in these aspects."
4758324,5296 Highway 329,1,3 Bayview Lane Queensland NS B0J1T0,1.0,1.0,,0.0,0.0,-36.0,-27.0,,9.0,3.0,,0.0,1.25,1.0,1.0,,0.0,0.0,36.0,27.0,,9.0,1.25,19.97,1.0,0.0,1.8945132493972778,2.0,2.0,2,0,3.0,1094,12600.0,Detached,Average,1.0,1,0,3,1085,,Detached,620000,Average,"The model ranked the candidate property at 5296 Highway 329 as more comparable to the subject due to its similar room count, bedrooms, and effective age. However, the model found the candidate less similar due to its slightly older age compared to the subject property, as well as a higher basement score, indicating some dissimilarity in these aspects."
4758324,20 Creekside Way,1,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,1.0,0.0,4.0,13.0,,-194.0,64.66666666666663,,1.0,1.25,0.0,0.0,,1.0,0.0,4.0,13.0,,194.0,1.25,9.03,1.0,1.0,1.5575535297393799,3.0,2.0,2,0,3.0,1094,12600.0,Detached,Average,2.0,2,0,3,1288,,Detached,550000,Good,"The model ranked the candidate property at 20 Creekside Way as more comparable to the subject property due to its similar room count and subject age, which contributed positively to the score. Additionally, the lack of difference in the number of bedrooms also had a small positive impact. However, the slightly higher effective age and recent sale of the candidate property had a minor negative influence on the score."
4758529,2805-361 Front St W,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,0.0,-1.0,-8.0,-2.0,,133.0,240.33333333333331,,1.0,0.0,0.0,0.0,,0.0,1.0,8.0,2.0,,133.0,0.0,0.77,1.0,1.0,2.939964771270752,1.0,2.0,2,0,2.0,1176,,High Rise Apartment,Average,2.0,2,0,3,1043,,High Rise Apartment,920000,Superior,"The model ranked the candidate property as more comparable to the subject property due to their similar room count and effective age, which had positive SHAP impacts of +0.41 and +0.32, respectively. However, the model found the candidate less comparable due to its lack of recent sale (SHAP -0.00) and a slightly different basement score (SHAP -0.31), resulting in a final score of 2.94."
4758529,3103-126 Simcoe St,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,161.5,,1.0,0.0,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,0.0,0.05,1.0,1.0,1.7068318128585815,2.0,2.0,2,0,2.0,1176,,High Rise Apartment,Average,2.0,2,0,2,853,,High Rise Apartment,785000,Superior,"The model ranked the candidate property as more comparable to the subject due to its similar room count, bedrooms, and effective age, with respective positive SHAP values of 0.39, 0.03, and 0.53. However, the model found the candidate less comparable due to a negligible difference in absolute subject age, recent sale status, and basement score, with respective SHAP values of -0.00, -0.01, and -0.37."
4758529,904-71 Simcoe St,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,-1.0,-21.0,-15.0,,-164.0,141.33333333333331,,0.0,0.0,0.0,0.0,,1.0,1.0,21.0,15.0,,164.0,0.0,0.34,1.0,1.0,1.3036924600601196,3.0,2.0,2,0,2.0,1176,,High Rise Apartment,Average,2.0,2,0,3,1340,,High Rise Apartment,970000,Similar,"The model ranked the candidate property as more comparable due to its higher room count and lower effective age compared to the subject. However, the lower subject age and the absence of a basement negatively impacted its similarity score. Overall, the model considered the candidate property to be relatively comparable to the subject, with the differences in subject age and basement score being the main factors contributing to the dissimilarity."
